q,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,"Participation Invitation
We kindly invite you to share your experiences and opinions by completing this survey. The questionnaire will only take a few minutes of your time, and your insights will play a key role in enhancing the relevance and appeal of YNE’s free training programs.
Before we proceed, please confirm your consent to participate by answering the following question:
Do you consent to participate in this online survey?",Age,Gender,Sub City ,Education Level ,Employment Status,Do you have a Telegram account? ,Have you ever heard about The Youth Network Ethiopia (YNE)?,"If yes, how did you first learn about YNE? (Check all that apply)","If your answer to Question 2 is YES, and you were to participate in YNE training, which factors would be most important to you?",How do you access the internet? (Select all that apply),Which social media platforms have you used for online training purposes? (Select all that apply),How likely are you to join a free online training program offered by YNE?,What would be the most significant barriers for you to participate in free training sessions? (Select all that apply),Would you be interested in training sessions on the following topics? (Select all that apply),What motivates you to consider joining a free training program? (Select all that apply),What type of training delivery do you prefer? (Select all that apply),What is your preferred time for attending online training sessions?,How often would you prefer  free online training sessions to be offered?,Would you be more likely to attend free training sessions if they offered certification?,What topics or skills would you like free online training sessions to focus on?,How do you evaluate the overall questionnaire preparation?,What feedback and recommendations do you have for improving the questionnaire?,Area of Collection
1/24/2025 14:21:11,"Yes, I consent to participate.",19,Male,Addis Ketema,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Public Wi-Fi",Telegram,1,Lack of awareness,Digital skills,Networking opportunities,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Daily,1,Network marketing ,5,It's good ,4 kilo
1/24/2025 14:28:49,"Yes, I consent to participate.",18,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,5,Lack of time,"Career development, Digital skills, Entrepreneurship and business management",To gain new skills,"Live sessions with Q&A, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,3,Programming language ,5,Good,4 kilo
1/24/2025 14:36:34,"Yes, I consent to participate.",16,Female,Ledeta,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,2,Lack of awareness,Entrepreneurship and business management,To gain new skills,Pre-recorded videos,Morning (8 AM–12 PM),Weekly,2,Video editing ,5,Good,4 kilo
1/24/2025 14:58:26,"Yes, I consent to participate.",28,Female,Gullele,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,Home Wi-Fi,"LinkedIn, Telegram",1,Lack of time,"Career development, Digital skills","To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Reading materials (e.g., PDFs, guides), Virtual workshops or webinars",Evening (4 PM–8 PM),Monthly,1,"1.On current medical Issues, Nationally and Locally
2.Current EMR in Hospital setting in Addis Ababa
",5,Good,4 kilo
1/24/2025 15:06:41,"Yes, I consent to participate.",17,Male,Addis Ketema,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,Telegram,4,Lack of time,"Career development, Digital skills","To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Monthly,2,Web design ,5,Good,4 kilo
1/24/2025 15:17:17,"Yes, I consent to participate.",20,Female,Yeka,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",4,Lack of awareness,Entrepreneurship and business management,"To gain new skills, Personal interest","Reading materials (e.g., PDFs, guides), Discussion forums or group chats",Afternoon (12 PM–4 PM),Monthly,3,About business ,5,Good,4 kilo
1/24/2025 15:30:06,"Yes, I consent to participate.",29,Male,Lemi Kura,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",3,"Poor internet access, Topics not aligning with personal/career interests","Career development, Digital skills","To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats, Podcasts or audio materials, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Weekly,1,Career development ,5,There would be a local language questionnaire ,4 kilo
1/24/2025 15:41:20,"Yes, I consent to participate.",23,Female,Arada,Vocational/Technical Education,Student,Yes,No,,,Home Wi-Fi,Telegram,1,Lack of time,Entrepreneurship and business management,To improve career prospects,Pre-recorded videos,Afternoon (12 PM–4 PM),Weekly,1,Business and enterpreneurship ,5,Good,4 kilo
1/24/2025 16:05:23,"Yes, I consent to participate.",22,Female,Ledeta,Tertiary Education (Undergraduate),Part time,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, WhatsApp, YouTube, Twitter/X",5,Topics not aligning with personal/career interests,Entrepreneurship and business management,Networking opportunities,"Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Bi-weekly,1,Business Management ,5,Good,4 kilo
1/25/2025 8:27:07,"Yes, I consent to participate.",18,Male,Nifas Silk Lafto,Secondary Education (Grades 9–12),Student,No,No,,,"Mobile data, Home Wi-Fi",YouTube,5,"Lack of time, Topics not aligning with personal/career interests",Entrepreneurship and business management,To gain new skills,"Interactive quizzes or activities, Podcasts or audio materials, Self-paced online modules",Evening (4 PM–8 PM),Monthly,5,Enterpreneurship ,4,It's kinda good if only it has more (detailed)options ,4 kilo
1/25/2025 8:36:36,"Yes, I consent to participate.",18,Female,Nifas Silk Lafto,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,LinkedIn,3,Lack of time,Entrepreneurship and business management,To gain new skills,"Interactive quizzes or activities, Self-paced online modules",Evening (4 PM–8 PM),Daily,1,Enterpreneurship ,5,Overall its good,4 kilo
1/25/2025 8:50:38,"Yes, I consent to participate.",17,Female,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,3,"Lack of awareness, Topics not aligning with personal/career interests",Entrepreneurship and business management,"To gain new skills, Personal interest","Pre-recorded videos, Interactive quizzes or activities",Evening (4 PM–8 PM),Weekly,4,Business management ,3,Business related ,4 kilo
1/25/2025 9:00:39,"Yes, I consent to participate.",16,Female,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",3,Lack of time,"Career development, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects","Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,5,Enterpreneurship,4,Good,4 kilo
1/25/2025 9:12:35,"Yes, I consent to participate.",20,Male,Gullele,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,Telegram,2,Lack of time,Digital skills,To gain new skills,Discussion forums or group chats,Evening (4 PM–8 PM),Bi-weekly,1,Digital marketing,2,Very good,4 kilo
1/25/2025 9:21:23,"Yes, I consent to participate.",20,Female,Ledeta,Tertiary Education (Undergraduate),Student,Yes,Yes,Friends/Peers,Easy access to training materials,Home Wi-Fi,Telegram,3,Lack of time,Digital skills,To gain new skills,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,3,Digital ,4,Nothing all good,4 kilo
1/25/2025 9:33:34,"Yes, I consent to participate.",20,Male,Gullele,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,1,Cost,"Digital skills, Entrepreneurship and business management","To gain new skills, Personal interest","Live sessions with Q&A, Pre-recorded videos, Interactive quizzes or activities, Virtual workshops or webinars",Evening (4 PM–8 PM),Bi-weekly,1,Digital marketing and related skill,5,Good,4 kilo
1/25/2025 9:40:29,"Yes, I consent to participate.",21,Male,Nifas Silk Lafto,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","Telegram, YouTube, TikTok",2,"Poor internet access, Lack of time","Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats, Podcasts or audio materials, Self-paced online modules, Virtual workshops or webinars, In-person training sessions (if applicable), Blended (combination of online and in-person)",Morning (8 AM–12 PM),Weekly,2,Financial freedom ,4,Good,4 kilo
1/25/2025 9:46:57,"Yes, I consent to participate.",16,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",3,Lack of time,"Digital skills, Entrepreneurship and business management",To gain new skills,"Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,3,Tradin,5,Good,4 kilo
1/25/2025 10:07:15,"Yes, I consent to participate.",22,Male,Kolfe Keranio,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","YouTube, TikTok",5,Lack of time,Career development,"To improve career prospects, Certification upon completion","Live sessions with Q&A, Blended (combination of online and in-person)",Afternoon (12 PM–4 PM),Bi-weekly,3,Career development ,4,More wider reach options ,4 kilo
1/25/2025 10:17:00,"Yes, I consent to participate.",17,Male,Lemi Kura,Secondary Education (Grades 9–12),Student,No,No,,,Home Wi-Fi,LinkedIn,2,"Poor internet access, Lack of time",Digital skills,Networking opportunities,"Live sessions with Q&A, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Monthly,4,Anything about software ,5,Good,4 kilo
1/25/2025 10:57:39,"Yes, I consent to participate.",22,Male,Arada,Secondary Education (Grades 9–12),Part time,Yes,No,,,Mobile data,None of the above,2,Lack of time,Personal development,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Weekly,1,Sales,5,Good,4 kilo
1/25/2025 11:36:39,"Yes, I consent to participate.",25,Male,Arada,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of time,Have no time,Not interested ,"Pre-recorded videos, Podcasts or audio materials",Evening (4 PM–8 PM),It matters depending on time,1,Businesses ,4,Good,4 kilo
1/25/2025 11:44:05,"Yes, I consent to participate.",21,Male,Addis Ketema,Vocational/Technical Education,Full time,Yes,No,,,Home Wi-Fi,None of the above,2,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,1,Furniture business ,5,Good,4 kilo
1/25/2025 11:59:31,"Yes, I consent to participate.",27,Male,Kolfe Keranio,Vocational/Technical Education,Full time,Yes,No,,,Mobile data,YouTube,1,"Lack of awareness, Lack of time",Digital skills,"To gain new skills, To improve career prospects",Pre-recorded videos,Evening (4 PM–8 PM),Daily,3,Business management ,5,Good,4 kilo
1/25/2025 13:18:31,"Yes, I consent to participate.",24,Male,Arada,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube, Facebook",2,Lack of time,Entrepreneurship and business management,To gain new skills,In-person training sessions (if applicable),Evening (4 PM–8 PM),Weekly,3,Business ,4,You should prepare additional questions ,4 kilo
1/25/2025 13:27:50,"Yes, I consent to participate.",30,Male,Lemi Kura,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,2,Topics not aligning with personal/career interests,"Digital skills, Entrepreneurship and business management","To gain new skills, Networking opportunities","Pre-recorded videos, Interactive quizzes or activities, Virtual workshops or webinars",Evening (4 PM–8 PM),Bi-weekly,2,Digital skill,3,Brief about the questionnaire goal to the feeder.,4 kilo
1/25/2025 13:57:50,"Yes, I consent to participate.",30,Male,Arada,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,2,Lack of awareness,"Career development, Construction ","To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion","Live sessions with Q&A, Reading materials (e.g., PDFs, guides), Discussion forums or group chats",Morning (8 AM–12 PM),Bi-weekly,1,Construction business ,5,Good,4 kilo
1/25/2025 14:09:02,"Yes, I consent to participate.",28,Female,Arada,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,5,"Lack of awareness, Topics not aligning with personal/career interests","Career development, Entrepreneurship and business management","To gain new skills, To improve career prospects","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,3,Customers handling,4,Good,4 kilo
1/25/2025 14:16:07,"Yes, I consent to participate.",24,Male,Nifas Silk Lafto,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,None of the above,1,"Lack of time, Topics not aligning with personal/career interests","Career development, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Spiritual and IFRS training ,5,Good,4 kilo
1/25/2025 14:39:01,"Yes, I consent to participate.",24,Male,Arada,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,5,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Bi-weekly,2,Business transport ride,5,Good,4 kilo
1/25/2025 15:10:25,"Yes, I consent to participate.",25,Male,Yeka,Completed Degree,Part time,Yes,No,,,Home Wi-Fi,YouTube,3,Lack of time,"Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects","Discussion forums or group chats, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Daily,3,Marketing creativity courses ,5,Good ,4 kilo
1/25/2025 15:16:09,"Yes, I consent to participate.",26,Male,Yeka,Tertiary Education (Undergraduate),Unemployed,Yes,No,,,Mobile data,"Telegram, WhatsApp",1,Lack of awareness,Personal development,Personal interest,Podcasts or audio materials,Afternoon (12 PM–4 PM),Monthly,2,Graphics design ,5,Good,4 kilo
1/27/2025 9:04:31,"Yes, I consent to participate.",22,Male,Addis Ketema,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",3,Lack of awareness,"Career development, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Networking opportunities",Live sessions with Q&A,Evening (4 PM–8 PM),Weekly,2,"Marketing, Business managing ",5,Good,4 kilo
1/27/2025 9:08:26,"Yes, I consent to participate.",21,Male,Lemi Kura,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube, Facebook, Twitter/X, TikTok",2,Lack of time,Personal development,To gain new skills,Live sessions with Q&A,Afternoon (12 PM–4 PM),Bi-weekly,1,Forex,5,Good,4 kilo
1/27/2025 9:13:19,"Yes, I consent to participate.",28,Male,Kolfe Keranio,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,"Mobile data, Home Wi-Fi",LinkedIn,2,Lack of awareness,"Career development, Digital skills","To gain new skills, Personal interest, Networking opportunities","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Self-paced online modules",Afternoon (12 PM–4 PM),Bi-weekly,2,Computet soft wares ,5,Good,4 kilo
1/27/2025 9:20:56,"Yes, I consent to participate.",38,Male,Bole,Vocational/Technical Education,Full time,Yes,No,,,Mobile data,None of the above,3,"Lack of time, Topics not aligning with personal/career interests","Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects","Live sessions with Q&A, Discussion forums or group chats",Morning (8 AM–12 PM),Bi-weekly,3,"Enterpreneurship, personal development ",5,Good,4 kilo
1/27/2025 9:55:46,"Yes, I consent to participate.",30,Male,Yeka,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,1,Business related ,5,Good,Gerji
1/27/2025 10:01:00,"Yes, I consent to participate.",27,Male,Gullele,Secondary Education (Grades 9–12),Full time,Yes,Yes,"Social media (e.g., Facebook, Instagram)",Easy access to training materials,Mobile data,Telegram,1,No barrier's ,Career development,"To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Weekly,2,Businesses ,5,Good,Gerji
1/27/2025 10:11:12,"Yes, I consent to participate.",31,Male,Bole,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,2,"Lack of awareness, Topics not aligning with personal/career interests",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,2,Business administration ,4,Good,Gerji
1/27/2025 10:15:28,"Yes, I consent to participate.",27,Male,Bole,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Daily,1,Computer related skills ,5,Good,Gerji
1/27/2025 10:20:20,"Yes, I consent to participate.",27,Male,Ledeta,Completed Degree,Full time,Yes,No,,,Mobile data,5 million coders,1,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,1,Trading,5,Good,Gerji
1/27/2025 10:26:06,"Yes, I consent to participate.",16,Female,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,5,Lack of time,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Computer skills,5,Good,Gerji
1/27/2025 10:29:08,"Yes, I consent to participate.",17,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,None of the above,2,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Weekly,1,Business and enterpreneurship ,5,Good,Gerji
1/27/2025 10:32:47,"Yes, I consent to participate.",17,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Blended (combination of online and in-person)",Evening (4 PM–8 PM),Weekly,1,Web development ,5,Good,Gerji
1/27/2025 10:37:11,"Yes, I consent to participate.",17,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,3,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,2,General computer training ,5,Good,Gerji
1/27/2025 11:00:32,"Yes, I consent to participate.",17,Female,Bole,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,2,"Lack of awareness, Lack of time",Digital skills,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Reading materials (e.g., PDFs, guides), Discussion forums or group chats, Podcasts or audio materials",Afternoon (12 PM–4 PM),Daily,1,Graphics design ,3,Good,Gerji
1/27/2025 11:14:06,"Yes, I consent to participate.",25,Female,Kirkos,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,4,"Lack of awareness, Poor internet access",Entrepreneurship and business management,"To gain new skills, Networking opportunities",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,1,Nutrition ,5,Good,Gerji
1/27/2025 11:23:27,"Yes, I consent to participate.",22,Female,Bole,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,5,Topics not aligning with personal/career interests,Digital skills,"To gain new skills, To improve career prospects",In-person training sessions (if applicable),Morning (8 AM–12 PM),Bi-weekly,3,Anything with business ,5,Good,Gerji
1/27/2025 11:34:18,"Yes, I consent to participate.",21,Male,Akaki Kaliti,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",5,Lack of time,Career development,To gain new skills,Live sessions with Q&A,Afternoon (12 PM–4 PM),Monthly,5,Programing,5,Good,Gerji
1/27/2025 11:56:09,"Yes, I consent to participate.",20,Female,Bole,Primary Education (Grades 1–8),Full time,Yes,No,,,Mobile data,None of the above,2,"Lack of awareness, Poor internet access",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,1,Business management ,5,Good,Gerji
1/27/2025 13:15:31,"Yes, I consent to participate.",28,Female,Kirkos,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,1,Poor internet access,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Bi-weekly,1,Communicable disease ,5,Good,Gerji
1/27/2025 13:30:20,"Yes, I consent to participate.",20,Male,Yeka,"Postgraduate Education (Master’s, Doctoral Level)",Student,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,2,Topics not aligning with personal/career interests,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Weekly,1,Digital marketing ,5,Good,Gerji
1/27/2025 14:04:26,"Yes, I consent to participate.",32,Male,Yeka,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,4,Lack of time,Personal development,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,2,Construction skills,5,Good ,Gerji
1/27/2025 14:11:32,"Yes, I consent to participate.",24,Male,Bole,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,Udacity,1,Lack of awareness,"Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Weekend ,1,Web development ,5,Good,Gerji
1/27/2025 15:05:25,"Yes, I consent to participate.",21,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube, Twitter/X, TikTok",2,Lack of time,"Career development, Digital skills, Personal development","To gain new skills, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,2,About art,5,Good,Gerji
1/27/2025 15:31:31,"Yes, I consent to participate.",29,Male,Bole,Completed Degree,Full time,Yes,No,,,Mobile data,YouTube,2,"Lack of awareness, Lack of time",Entrepreneurship and business management,Personal interest,Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,3,Business ,4,Good ,Gerji
1/27/2025 15:33:04,"Yes, I consent to participate.",34,Male,Bole,Completed Degree,Full time,Yes,No,,,Mobile data,Telegram,2,Lack of time,Entrepreneurship and business management,To improve career prospects,"Reading materials (e.g., PDFs, guides)",Morning (8 AM–12 PM),Bi-weekly,2,Business handling ,4,Good ,Gerji
1/27/2025 15:34:54,"Yes, I consent to participate.",38,Male,Bole,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,Mobile data,"Telegram, YouTube",3,Lack of awareness,Career development,"To gain new skills, Personal interest","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,3,Marketing ,4,Good ,Gerji
1/27/2025 15:38:27,"Yes, I consent to participate.",34,Female,Bole,Tertiary Education (Undergraduate),Full time,Yes,No,,,Home Wi-Fi,TikTok,2,Lack of time,Entrepreneurship and business management,To improve career prospects,"Pre-recorded videos, Virtual workshops or webinars",Morning (8 AM–12 PM),Weekly,2,Digital marketing ,4,Good ,Gerji
1/27/2025 15:46:10,"Yes, I consent to participate.",29,Male,Arada,"Postgraduate Education (Master’s, Doctoral Level)",Part time,Yes,No,,,"Mobile data, Home Wi-Fi",None of the above,2,Lack of awareness,"Digital skills, Entrepreneurship and business management","To gain new skills, To improve career prospects, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,1,"
Online businesses ",5,Good,Gerji
1/27/2025 15:54:18,"Yes, I consent to participate.",23,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","LinkedIn, Telegram, YouTube, Twitter/X, TikTok",1,Lack of time,"Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, Networking opportunities","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Discussion forums or group chats, Virtual workshops or webinars, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Daily,1,Software development ,5,If there would Email sign up ,Gerji
1/28/2025 8:46:29,"Yes, I consent to participate.",29,Male,Kolfe Keranio,Secondary Education (Grades 9–12),Full time,Yes,No,,,Mobile data,None of the above,5,Lack of time,Entrepreneurship and business management,"To gain new skills, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,5,Business ,5,Good,4 kilo
1/28/2025 9:00:22,"Yes, I consent to participate.",19,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,"Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Certification upon completion","Reading materials (e.g., PDFs, guides), Interactive quizzes or activities",Evening (4 PM–8 PM),Weekly,1,Trading,5,Good,4 kilo
1/28/2025 9:27:01,"Yes, I consent to participate.",26,Male,Arada,Secondary Education (Grades 9–12),Unemployed,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Digital skills,"To gain new skills, To improve career prospects",Live sessions with Q&A,Morning (8 AM–12 PM),Bi-weekly,4,Digital skills ,5,Good,4 kilo
1/28/2025 9:52:21,"Yes, I consent to participate.",18,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",2,"Lack of awareness, Topics not aligning with personal/career interests",Entrepreneurship and business management,"Personal interest, Networking opportunities",Pre-recorded videos,Morning (8 AM–12 PM),Bi-weekly,4,Enterpreneurship ,5,Good,4 kilo
1/28/2025 9:57:08,"Yes, I consent to participate.",18,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,2,Lack of awareness,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Discussion forums or group chats",Morning (8 AM–12 PM),Weekly,1,"Business related skills, sales",5,Good,4 kilo
1/28/2025 10:06:18,"Yes, I consent to participate.",18,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,None of the above,1,Lack of awareness,Digital skills,"To gain new skills, Certification upon completion",Pre-recorded videos,Morning (8 AM–12 PM),Weekly,1,Digital skills ,5,Good ,4 kilo
1/28/2025 10:13:39,"Yes, I consent to participate.",18,Male,Gullele,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,YouTube,2,"Lack of awareness, Lack of time","Digital skills, Entrepreneurship and business management","To gain new skills, Networking opportunities, Certification upon completion",Pre-recorded videos,Afternoon (12 PM–4 PM),Bi-weekly,1,"Enterpreneurship, maintainance skills",5,Good,4 kilo
1/28/2025 10:38:26,"Yes, I consent to participate.",19,Male,Arada,Secondary Education (Grades 9–12),Student,No,No,,,Home Wi-Fi,None of the above,5,"Lack of awareness, Lack of time, Topics not aligning with personal/career interests",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,4,Business management ,5,Good,4 kilo
1/28/2025 10:52:13,"Yes, I consent to participate.",22,Male,Addis Ketema,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,None of the above,5,"Lack of time, Topics not aligning with personal/career interests",Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Podcasts or audio materials",Afternoon (12 PM–4 PM),Bi-weekly,1,Business management skills,5,Good,4 kilo
